2.16.840.1.113730.3.1.216	userPKCS12
2.16.840.1.113730.3.1.241	displayName
1.3.6.1.4.1.6252.2.27.6.1.1	template-major-version-number
1.3.6.1.4.1.6252.2.27.6.1.2	template-minor-version-number
1.3.6.1.4.1.6252.2.27.6.1.3	template-url-syntax
1.3.6.1.4.1.6252.2.27.6.1.4	service-advert-service-type
1.3.6.1.4.1.6252.2.27.6.1.5	service-advert-scopes
1.3.6.1.4.1.6252.2.27.6.1.6	service-advert-url-authenticator
1.3.6.1.4.1.6252.2.27.6.1.7	service-advert-attribute-authenticator
1.2.840.113549.1.9.1	emailAddress
1.2.840.113549.1.9.2	unstructuredName
1.2.840.113549.1.9.3	contentType
1.2.840.113549.1.9.4	messageDigest
1.2.840.113549.1.9.5	signingTime
1.2.840.113549.1.9.6	counterSignature
1.2.840.113549.1.9.7	challengePassword
1.2.840.113549.1.9.8	unstructuredAddress
1.2.840.113549.1.9.25.1	pKCS15Token
1.2.840.113549.1.9.25.2	encryptedPrivateKeyInfo
1.2.840.113549.1.9.25.5	pKCS7PDU
1.3.6.1.5.5.7.9.1	dateOfBirth
1.3.6.1.5.5.7.9.2	placeOfBirth
1.3.6.1.5.5.7.9.3	gender
1.3.6.1.5.5.7.9.4	countryOfCitizenship
1.3.6.1.5.5.7.9.5	countryOfResidence
2.5.4.65	pseudonym
1.3.6.1.1.4	vendorName
1.3.6.1.1.5	vendorVersion
1.3.6.1.4.1.4203.1.3.3	supportedAuthPasswordSchemes
1.3.6.1.4.1.4203.1.3.4	authPassword
2.16.840.1.113730.3.1.34	ref
1.3.18.0.2.4.1107	printer-xri-supported
1.3.18.0.2.4.1108	printer-aliases
1.3.18.0.2.4.1109	printer-charset-configured
1.3.18.0.2.4.1110	printer-job-priority-supported
1.3.18.0.2.4.1111	printer-job-k-octets-supported
1.3.18.0.2.4.1112	printer-current-operator
1.3.18.0.2.4.1113	printer-service-person
1.3.18.0.2.4.1114	printer-delivery-orientation-supported
1.3.18.0.2.4.1115	printer-stacking-order-supported
1.3.18.0.2.4.1116	printer-output-features-supported
1.3.18.0.2.4.1117	printer-media-local-supported
1.3.18.0.2.4.1118	printer-copies-supported
1.3.18.0.2.4.1119	printer-natural-language-configured
1.3.18.0.2.4.1120	printer-print-quality-supported
1.3.18.0.2.4.1121	printer-resolution-supported
1.3.18.0.2.4.1122	printer-media-supported
1.3.18.0.2.4.1123	printer-sides-supported
1.3.18.0.2.4.1124	printer-number-up-supported
1.3.18.0.2.4.1125	printer-finishings-supported
1.3.18.0.2.4.1126	printer-pages-per-minute-color
1.3.18.0.2.4.1127	printer-pages-per-minute
1.3.18.0.2.4.1128	printer-compression-supported
1.3.18.0.2.4.1129	printer-color-supported
1.3.18.0.2.4.1130	printer-document-format-supported
1.3.18.0.2.4.1131	printer-charset-supported
1.3.18.0.2.4.1132	printer-multiple-document-jobs-supported
1.3.18.0.2.4.1133	printer-ipp-versions-supported
1.3.18.0.2.4.1134	printer-more-info
1.3.18.0.2.4.1135	printer-name
1.3.18.0.2.4.1136	printer-location
1.3.18.0.2.4.1137	printer-generated-natural-language-supported
1.3.18.0.2.4.1138	printer-make-and-model
1.3.18.0.2.4.1139	printer-info
1.3.18.0.2.4.1140	printer-uri
1.3.6.1.1.10.4.1	uddiBusinessKey
1.3.6.1.1.10.4.2	uddiAuthorizedName
1.3.6.1.1.10.4.3	uddiOperator
1.3.6.1.1.10.4.4	uddiName
1.3.6.1.1.10.4.5	uddiDescription
1.3.6.1.1.10.4.6	uddiDiscoveryURLs
1.3.6.1.1.10.4.7	uddiUseType
1.3.6.1.1.10.4.8	uddiPersonName
1.3.6.1.1.10.4.9	uddiPhone
1.3.6.1.1.10.4.10	uddiEMail
1.3.6.1.1.10.4.11	uddiSortCode
1.3.6.1.1.10.4.12	uddiTModelKey
1.3.6.1.1.10.4.13	uddiAddressLine
1.3.6.1.1.10.4.14	uddiIdentifierBag
1.3.6.1.1.10.4.15	uddiCategoryBag
1.3.6.1.1.10.4.16	uddiKeyedReference
1.3.6.1.1.10.4.17	uddiServiceKey
1.3.6.1.1.10.4.18	uddiBindingKey
1.3.6.1.1.10.4.19	uddiAccessPoint
1.3.6.1.1.10.4.20	uddiHostingRedirector
1.3.6.1.1.10.4.21	uddiInstanceDescription
1.3.6.1.1.10.4.22	uddiInstanceParms
1.3.6.1.1.10.4.23	uddiOverviewDescription
1.3.6.1.1.10.4.24	uddiOverviewURL
1.3.6.1.1.10.4.25	uddiFromKey
1.3.6.1.1.10.4.26	uddiToKey
1.3.6.1.1.10.4.27	uddiUUID
1.3.6.1.1.10.4.28	uddiIsHidden
1.3.6.1.1.10.4.29	uddiIsProjection
1.3.6.1.1.10.4.30	uddiLang
1.3.6.1.1.10.4.31	uddiv3BusinessKey
1.3.6.1.1.10.4.32	uddiv3ServiceKey
1.3.6.1.1.10.4.33	uddiv3BindingKey
1.3.6.1.1.10.4.34	uddiv3TModelKey
1.3.6.1.1.10.4.35	uddiv3DigitalSignature
1.3.6.1.1.10.4.36	uddiv3NodeId
1.3.6.1.1.10.4.37	uddiv3EntityModificationTime
1.3.6.1.1.10.4.38	uddiv3SubscriptionKey
1.3.6.1.1.10.4.39	uddiv3SubscriptionFilter
1.3.6.1.1.10.4.40	uddiv3NotificationInterval
1.3.6.1.1.10.4.41	uddiv3MaxEntities
1.3.6.1.1.10.4.42	uddiv3ExpiresAfter
1.3.6.1.1.10.4.43	uddiv3BriefResponse
1.3.6.1.1.10.4.44	uddiv3EntityKey
1.3.6.1.1.10.4.45	uddiv3EntityCreationTime
1.3.6.1.1.10.4.46	uddiv3EntityDeletionTime
1.3.6.1.4.1.1466.101.120.5	namingContexts
1.3.6.1.4.1.1466.101.120.6	altServer
1.3.6.1.4.1.1466.101.120.7	supportedExtension
1.3.6.1.4.1.1466.101.120.13	supportedControl
1.3.6.1.4.1.1466.101.120.14	supportedSASLMechanisms
1.3.6.1.4.1.1466.101.120.15	supportedLDAPVersion
1.3.6.1.4.1.1466.101.120.16	ldapSyntaxes
1.3.6.1.4.1.4203.1.3.5	supportedFeatures
2.5.4.0	objectClass
2.5.4.1	aliasedObjectName
2.5.18.1	createTimestamp
2.5.18.2	modifyTimestamp
2.5.18.3	creatorsName
2.5.18.4	modifiersName
2.5.18.10	subschemaSubentry
2.5.21.1	dITStructureRules
2.5.21.2	dITContentRules
2.5.21.4	matchingRules
2.5.21.5	attributeTypes
2.5.21.6	objectClasses
2.5.21.7	nameForms
2.5.21.8	matchingRuleUse
2.5.21.9	structuralObjectClass
2.5.21.10	governingStructureRule
1.3.6.1.4.1.1466.115.121.1.3	Attribute Type Description Attribute Syntax
0.9.2342.19200300.100.1.1	uid
0.9.2342.19200300.100.1.25	dc
2.5.4.3	cn
2.5.4.4	sn
2.5.4.5	serialNumber
2.5.4.6	c
2.5.4.7	l
2.5.4.8	st
2.5.4.9	street
2.5.4.10	o
2.5.4.11	ou
2.5.4.12	title
2.5.4.13	description
2.5.4.14	searchGuide
2.5.4.15	businessCategory
2.5.4.16	postalAddress
2.5.4.17	postalCode
2.5.4.18	postOfficeBox
2.5.4.19	physicalDeliveryOfficeName
2.5.4.20	telephoneNumber
2.5.4.21	telexNumber
2.5.4.22	teletexTerminalIdentifier
2.5.4.23	facsimileTelephoneNumber
2.5.4.24	x121Address
2.5.4.25	internationaliSDNNumber
2.5.4.26	registeredAddress
2.5.4.27	destinationIndicator
2.5.4.28	preferredDeliveryMethod
2.5.4.31	member
2.5.4.32	owner
2.5.4.33	roleOccupant
2.5.4.34	seeAlso
2.5.4.35	userPassword
2.5.4.41	name
2.5.4.42	givenName
2.5.4.43	initials
2.5.4.44	generationQualifier
2.5.4.45	x500UniqueIdentifier
2.5.4.46	dnQualifier
2.5.4.47	enhancedSearchGuide
2.5.4.49	distinguishedName
2.5.4.50	uniqueMember
2.5.4.51	houseIdentifier
2.5.4.36	userCertificate
2.5.4.37	cACertificate
2.5.4.38	authorityRevocationList
2.5.4.39	certificateRevocationList
2.5.4.40	crossCertificatePair
2.5.4.52	supportedAlgorithms
2.5.4.53	deltaRevocationList
0.9.2342.19200300.100.1.3	mail
0.9.2342.19200300.100.1.4	info
0.9.2342.19200300.100.1.5	drink
0.9.2342.19200300.100.1.6	roomNumber
0.9.2342.19200300.100.1.8	userClass
0.9.2342.19200300.100.1.9	host
0.9.2342.19200300.100.1.10	manager
0.9.2342.19200300.100.1.11	documentIdentifier
0.9.2342.19200300.100.1.12	documentTitle
0.9.2342.19200300.100.1.13	documentVersion
0.9.2342.19200300.100.1.14	documentAuthor
0.9.2342.19200300.100.1.15	documentLocation
0.9.2342.19200300.100.1.20	homePhone
0.9.2342.19200300.100.1.21	secretary
0.9.2342.19200300.100.1.37	associatedDomain
0.9.2342.19200300.100.1.38	associatedName
0.9.2342.19200300.100.1.39	homePostalAddress
0.9.2342.19200300.100.1.40	personalTitle
0.9.2342.19200300.100.1.41	mobile
0.9.2342.19200300.100.1.42	pager
0.9.2342.19200300.100.1.43	co
0.9.2342.19200300.100.1.44	uniqueIdentifier
0.9.2342.19200300.100.1.45	organizationalStatus
0.9.2342.19200300.100.1.48	buildingName
0.9.2342.19200300.100.1.56	documentPublisher
1.3.6.1.1.16.4	entryUUID
1.3.6.1.1.20	entryDN
1.3.6.1.4.1.42.2.27.9.1.39	aclRights
1.3.6.1.4.1.42.2.27.9.1.40	aclRightsInfo
1.3.6.1.4.1.42.2.27.9.1.792	isMemberOf
1.3.6.1.4.1.30221.2.1.636	entry-size-bytes
1.3.6.1.4.1.30221.2.1.1759	ubidExternalID
1.3.6.1.4.1.30221.2.1.1760	ubidMiddleName
1.3.6.1.4.1.30221.2.1.1761	ubidHonorificPrefix
1.3.6.1.4.1.30221.2.1.1762	ubidHonorificSuffix
1.3.6.1.4.1.30221.2.1.1763	ubidNickName
1.3.6.1.4.1.30221.2.1.1764	ubidEmailJSON
1.3.6.1.4.1.30221.2.1.1765	ubidPhoneNumberJSON
1.3.6.1.4.1.30221.2.1.1766	ubidPostalAddressJSON
1.3.6.1.4.1.30221.2.1.1767	ubidAccountVerified
1.3.6.1.4.1.30221.2.1.1768	ubidMiddleInitial
1.3.6.1.4.1.30221.2.1.1769	ubidBirthDate
1.3.6.1.4.1.30221.2.1.1770	ubidEntitlement
1.3.6.1.4.1.30221.2.1.1785	ubidPhotoURL
1.3.6.1.4.1.30221.2.1.1904	ubidSecondFactorEnabled
1.3.6.1.4.1.30221.2.1.1921	ubidSecondFactorEmail
1.3.6.1.4.1.30221.2.1.1922	ubidSecondFactorPhoneNumber
2.5.18.9	hasSubordinates
